"id","nume","diacritice","judet","auto","zip","populatie","lat","lng"
"2733","Castrele Traiane","Castrele Traiane","Dolj","DJ","207461","796","44.2263387","23.1519149"
"2734","Podari","Podari","Dolj","DJ","207465","4028","44.2379487","23.773071"
"2735","Balta Verde","Balta Verde","Dolj","DJ","207466","466","44.2619553","23.798886"
"2736","Braniste (Podari)","Branişte (Podari)","Dolj","DJ","207467","962","44.2731574","23.7948239"
"2737","Gura Vaii","Gura Văii","Dolj","DJ","207468","508","44.2175758","23.79132"
"2738","Livezi","Livezi","Dolj","DJ","207469","945","44.2284232","23.7888168"
"2739","Poiana Mare","Poiana Mare","Dolj","DJ","207470","8991","43.933333","23.083333"
"2740","Tunarii Noi","Tunarii Noi","Dolj","DJ","207471","487","43.930367","23.1345884"
"2741","Tunarii Vechi","Tunarii Vechi","Dolj","DJ","207472","1262","43.9094003","23.1148481"
"2742","Predesti","Predeşti","Dolj","DJ","207475","1900","44.3610459","23.6044063"
"2743","Bucicani","Bucicani","Dolj","DJ","207476","","44.3359073","23.5611118"
"2744","Carstovani","Cârstovani","Dolj","DJ","207477","33","44.3432121","23.5707317"
"2745","Frasin","Frasin","Dolj","DJ","207478","79","44.356946","23.4923108"
"2746","Milovan","Milovan","Dolj","DJ","207479","397","44.3620745","23.5635353"
"2747","Plesoi","Pleşoi","Dolj","DJ","207481","886","44.3528904","23.5304869"
"2748","Predestii Mici","Predeştii Mici","Dolj","DJ","207482","3","44.3437208","23.5795245"
"2749","Radovan","Radovan","Dolj","DJ","207485","1048","44.1609622","23.6054574"
"2750","Fantanele (Radovan)","Fântânele (Radovan)","Dolj","DJ","207486","1048","44.1931175","23.5993734"
"2751","Intorsura","Întorsura","Dolj","DJ","207487","1508","44.1149786","23.5726651"
"2752","Tarnava","Târnava","Dolj","DJ","207488","","44.1772063","23.5476028"
"2753","Rast","Rast","Dolj","DJ","207490","3343","43.8892836","23.2815806"
"2754","Robanesti","Robăneşti","Dolj","DJ","207495","","44.3","23.9667001"
"2755","Bojoiu","Bojoiu","Dolj","DJ","207496","250","44.3061378","24.0375763"
"2756","Golfin","Golfin","Dolj","DJ","207497","663","44.2912992","24.0196691"
"2757","Lacrita Mare","Lăcriţa Mare","Dolj","DJ","207498","463","44.2941833","23.9848844"
"2758","Lacrita Mica","Lăcriţa Mică","Dolj","DJ","207499","130","44.2963254","23.9615882"
"2759","Robanestii de Jos","Robăneştii de Jos","Dolj","DJ","207501","334","44.3116831","24.0154167"
"2760","Robanestii de Sus","Robăneştii de Sus","Dolj","DJ","207502","555","44.3195721","23.999084"
"2761","Sadova","Sadova","Dolj","DJ","207505","6705","43.8998302","23.9535253"
"2762","Piscu Sadovei","Piscu Sadovei","Dolj","DJ","207506","1271","43.8770425","23.9369643"
"2763","Salcuta","Sălcuţa","Dolj","DJ","207510","712","44.2441822","23.4396906"
"2764","Marza","Mârza","Dolj","DJ","207511","532","44.1954396","23.4776479"
"2765","Plopsor","Plopşor","Dolj","DJ","207512","639","44.2502394","23.4117206"
"2766","Tencanau","Tencănău","Dolj","DJ","207513","436","44.2272893","23.4841035"
"2767","Scaesti","Scăeşti","Dolj","DJ","207515","1117","44.4624731","23.5628678"
"2768","Valea lui Patru","Valea lui Pătru","Dolj","DJ","207516","1022","44.4720058","23.5190984"
"2769","Seaca de Camp","Seaca de Câmp","Dolj","DJ","207520","978","43.9327763","23.2186613"
"2770","Piscu Nou","Piscu Nou","Dolj","DJ","207521","987","43.9251826","23.1756885"
"2771","Seaca de Padure","Seaca de Pădure","Dolj","DJ","207525","430","44.3674784","23.3062467"
"2772","Rachita de Sus","Răchita de Sus","Dolj","DJ","207526","163","44.3642326","23.3662796"
"2773","Veleni","Veleni","Dolj","DJ","207527","449","44.3823693","23.2821314"
"2774","Secu","Secu","Dolj","DJ","207530","496","44.4750212","23.2916278"
"2775","Comanicea","Comănicea","Dolj","DJ","207531","302","44.4843337","23.3302212"
"2776","Smadovicioara de Secu","Smadovicioara de Secu","Dolj","DJ","207532","252","44.4875503","23.2644546"
"2777","Sumandra","Şumandra","Dolj","DJ","207533","90","44.4641053","23.288708"
"2778","Silistea Crucii","Siliştea Crucii","Dolj","DJ","207535","1609","44.0446755","23.4746041"
"2779","Sopot","Sopot","Dolj","DJ","207540","472","44.4147692","23.4915924"
"2780","Bascov","Başcov","Dolj","DJ","207541","357","44.3896066","23.5179457"
"2781","Belot","Beloţ","Dolj","DJ","207542","300","44.3940373","23.5394361"
"2782","Cernat","Cernat","Dolj","DJ","207543","70","44.401751","23.4200323"
"2783","Pereni","Pereni","Dolj","DJ","207544","47","44.3858766","23.5601693"
"2784","Pietroaia","Pietroaia","Dolj","DJ","207546","416","44.3759928","23.5023886"
"2785","Sarsca","Sârsca","Dolj","DJ","207547","174","44.3698915","23.5443741"
"2786","Simnicu de Sus","Şimnicu de Sus","Dolj","DJ","207550","238","44.3916991","23.7941694"
"2787","Albesti","Albeşti","Dolj","DJ","207551","820","44.371017","23.7694123"
"2788","Cornetu","Cornetu","Dolj","DJ","207552","521","44.4386854","23.7852208"
"2789","Deleni","Deleni","Dolj","DJ","207553","158","44.4332165","23.7934675"
"2790","Dudovicesti","Dudoviceşti","Dolj","DJ","207554","508","44.3801713","23.7802752"
"2791","Dutulesti","Duţuleşti","Dolj","DJ","207556","282","44.4594827","23.7764763"
"2792","Floresti","Floreşti","Dolj","DJ","207557","357","44.3968042","23.7930767"
"2793","Izvor","Izvor","Dolj","DJ","207558","470","44.4216497","23.7907331"
"2794","Jieni","Jieni","Dolj","DJ","207559","39","44.3777457","23.7981779"
"2795","Lesile","Leşile","Dolj","DJ","207561","374","44.4271168","23.7824887"
"2796","Milesti","Mileşti","Dolj","DJ","207562","621","44.4512977","23.7804678"
"2797","Romanesti","Româneşti","Dolj","DJ","207563","239","44.4005616","23.7870637"
"2798","Teasc","Teasc","Dolj","DJ","207570","1716","44.1625151","23.8680021"
"2799","Secui","Secui","Dolj","DJ","207571","1537","44.1957061","23.8602298"
"2800","Terpezita","Terpeziţa","Dolj","DJ","207575","990","44.2931","23.5043662"
"2801","Caciulatu","Căciulatu","Dolj","DJ","207576","322","44.3140465","23.4189836"
"2802","Caruia","Căruia","Dolj","DJ","207577","37","44.3168854","23.5510093"
"2803","Floran","Floran","Dolj","DJ","207578","54","44.3106796","23.4373251"
"2804","Lazu","Lazu","Dolj","DJ","207579","270","44.2965132","23.5415851"
"2805","Teslui","Teslui","Dolj","DJ","207580","592","44.209099","24.1647843"
"2806","Cosereni","Coşereni","Dolj","DJ","207581","117","44.1954183","24.1852128"
"2807","Fantanele (Teslui)","Fântânele (Teslui)","Dolj","DJ","207582","592","44.2000933","24.0885363"
"2808","Preajba de Jos","Preajba de Jos","Dolj","DJ","207583","222","44.2045024","24.193377"
"2809","Preajba de Padure","Preajba de Pădure","Dolj","DJ","207584","490","44.195572","24.2115305"
"2810","Tartal","Ţărţăl","Dolj","DJ","207586","237","44.1999445","24.1136046"
"2811","Urieni","Urieni","Dolj","DJ","207587","322","44.2173436","24.1469465"
"2812","Viisoara-Mosneni","Viişoara-Moşneni","Dolj","DJ","207588","319","44.2302553","24.1407668"
"2813","Tuglui","Ţuglui","Dolj","DJ","207590","2556","44.1870475","23.8117186"
"2814","Jiul","Jiul","Dolj","DJ","207591","278","44.2168169","23.822225"
"2815","Unirea","Unirea","Dolj","DJ","207595","3814","44.1573581","23.1753958"
"2816","Urzicuta","Urzicuţa","Dolj","DJ","207600","2544","44.012351","23.540217"
"2817","Urzica Mare","Urzica Mare","Dolj","DJ","207601","584","44.015058","23.5940882"
"2818","Valea Stanciului","Valea Stanciului","Dolj","DJ","207605","3199","43.9891667","23.8054821"
"2819","Horezu-Poenari","Horezu-Poenari","Dolj","DJ","207606","2443","43.9593467","23.8696205"
"2820","Vartop","Vârtop","Dolj","DJ","207610","1658","44.2121395","23.347431"
"2821","Varvoru de Jos","Vârvoru de Jos","Dolj","DJ","207615","258","44.2273281","23.6006041"
"2822","Bujor","Bujor","Dolj","DJ","207616","147","44.2266174","23.6536783"
"2823","Ciutura","Ciutura","Dolj","DJ","207617","670","44.2259772","23.5679726"
"2824","Criva","Criva","Dolj","DJ","207618","412","44.2503593","23.6337145"
"2825","Dobromira","Dobromira","Dolj","DJ","207619","314","44.2618999","23.6141678"
"2826","Dragoaia","Drăgoaia","Dolj","DJ","207621","207","44.2337588","23.5239115"
"2827","Gabru","Gabru","Dolj","DJ","207622","317","44.2571631","23.566511"
"2828","Varvor","Vârvor","Dolj","DJ","207623","630","44.2246066","23.6241384"
"2829","Vela","Vela","Dolj","DJ","207625","464","44.2780628","23.4173659"
"2830","Bucovicior","Bucovicior","Dolj","DJ","207626","451","44.2969339","23.3524644"
"2831","Cetatuia (Vela)","Cetăţuia (Vela)","Dolj","DJ","207627","99","44.1105176","23.4683592"
"2832","Desnatui","Desnăţui","Dolj","DJ","207628","36","44.2696589","23.3708699"
"2833","Gubaucea","Gubaucea","Dolj","DJ","207629","634","44.2765547","23.345933"
"2834","Seglet","Segleţ","Dolj","DJ","207631","24","44.2673573","23.4067074"
"2835","Suharu","Suharu","Dolj","DJ","207632","219","44.2681681","23.3875694"
"2836","Stiubei","Ştiubei","Dolj","DJ","207633","115","44.3247858","23.3552933"
"2837","Verbita","Verbiţa","Dolj","DJ","207635","837","44.3024107","23.1692519"
"2838","Verbicioara","Verbicioara","Dolj","DJ","207636","505","44.2841559","23.1867221"
"2839","Barsesti","Bârseşti","Gorj","GJ","210001","696","45.0478898","23.2324067"
"2840","Dragoeni","Drăgoeni","Gorj","GJ","210002","830","45.04196","23.3371899"
"2841","Iezureni","Iezureni","Gorj","GJ","210003","809","45.0979279","23.3318591"
"2842","Polata","Polata","Gorj","GJ","210004","207","45.0727988","23.2425324"
"2843","Preajba Mare","Preajba Mare","Gorj","GJ","210005","641","45.0627046","23.3466305"
"2844","Romanesti","Romaneşti","Gorj","GJ","210006","548","45.0093189","23.2630632"
"2845","Slobozia","Slobozia","Gorj","GJ","210007","930","45.0278661","23.2339778"
"2846","Ursati","Ursaţi","Gorj","GJ","210008","467","45.0769024","23.2291528"
"2847","Bumbesti-Jiu","Bumbeşti-Jiu","Gorj","GJ","215100","6377","45.1776245","23.3856157"
"2848","Curtisoara","Curtişoara","Gorj","GJ","215101","689","45.1035124","23.3573944"
"2849","Lazaresti","Lăzăreşti","Gorj","GJ","215102","367","45.1312704","23.4115661"
"2850","Plesa","Pleşa","Gorj","GJ","215103","339","45.1782741","23.3597474"
"2851","Tetila","Tetila","Gorj","GJ","215104","1160","45.1277772","23.3877919"
"2852","Motru","Motru","Gorj","GJ","215200","15518","44.8027376","22.9728558"
"2853","Dealu Pomilor","Dealu Pomilor","Gorj","GJ","215201","235","44.8103959","22.9886342"
"2854","Horasti","Horăşti","Gorj","GJ","215202","","44.7754536","23.0035296"
"2855","Insuratei","Însurăţei","Gorj","GJ","215203","580","44.7918684","22.9924069"
"2856","Leurda","Leurda","Gorj","GJ","215204","210","44.8029124","23.000853"
"2857","Lupoita","Lupoiţa","Gorj","GJ","215205","60","44.8462745","22.954976"
"2858","Plostina","Ploştina","Gorj","GJ","215206","1036","44.8258559","22.9878215"
"2859","Rapa","Râpa","Gorj","GJ","215207","345","44.7984078","22.9413556"
"2860","Rosiuta","Roşiuţa","Gorj","GJ","215208","627","44.8529769","22.981097"
"2861","Novaci","Novaci","Gorj","GJ","215300","2697","45.1782926","23.6720859"
"2862","Bercesti","Berceşti","Gorj","GJ","215301","377","45.1726937","23.7032495"
"2863","Hirisesti","Hirişeşti","Gorj","GJ","215302","553","45.1779916","23.6424062"
"2864","Pociovalistea","Pociovaliştea","Gorj","GJ","215303","1425","45.1527095","23.6477705"
"2865","Sitesti","Siteşti","Gorj","GJ","215304","379","45.1422786","23.6784562"
"2866","Rovinari","Rovinari","Gorj","GJ","215400","11147","44.9000027","23.1543463"
"2867","Targu Carbunesti","Târgu Cărbuneşti","Gorj","GJ","215500","4491","44.957302","23.5093172"
"2868","Blahnita de Jos","Blahniţa de Jos","Gorj","GJ","215501","76","45.0076494","23.5211137"
"2869","Carbunesti-Sat","Cărbuneşti-Sat","Gorj","GJ","215502","678","44.9448997","23.5436943"
"2870","Cojani","Cojani","Gorj","GJ","215503","370","44.9959205","23.5354029"
"2871","Cretesti","Creţeşti","Gorj","GJ","215504","252","44.9524237","23.4326782"
"2872","Curteana","Curteana","Gorj","GJ","215505","179","44.95795","23.444048"
"2873","Floresteni","Floreşteni","Gorj","GJ","215506","354","44.9455192","23.4219977"
"2874","Macesu","Măceşu","Gorj","GJ","215507","125","44.9414273","23.4635463"
"2875","Pojogeni","Pojogeni","Gorj","GJ","215508","937","44.9917674","23.4809288"
"2876","Rogojeni","Rogojeni","Gorj","GJ","215509","23","44.9452432","23.5167018"
"2877","Stefanesti","Ştefăneşti","Gorj","GJ","215510","549","44.9759157","23.5566041"
"2878","Ticleni","Ţicleni","Gorj","GJ","215600","4414","44.8869479","23.3975541"
"2879","Albeni","Albeni","Gorj","GJ","217005","1726","45.0269456","23.6020925"
"2880","Barzeiu de Gilort","Bârzeiu de Gilort","Gorj","GJ","217006","40","45.0002063","23.5990228"
"2881","Bolbocesti","Bolboceşti","Gorj","GJ","217007","396","45.0041813","23.5878697"
"2882","Doseni","Doseni","Gorj","GJ","217008","18","44.9917712","23.5742061"
"2883","Mirosloveni","Mirosloveni","Gorj","GJ","217009","276","45.0455888","23.6013824"
"2884","Prunesti","Pruneşti","Gorj","GJ","217011","131","45.0165553","23.6383408"
"2885","Alimpesti","Alimpeşti","Gorj","GJ","217015","516","45.0908021","23.8001783"
"2886","Ciupercenii de Oltet","Ciupercenii de Olteţ","Gorj","GJ","217016","310","45.1413234","23.7896429"
"2887","Corsoru","Corşoru","Gorj","GJ","217017","264","45.0839059","23.7950449"
"2888","Nistoresti","Nistoreşti","Gorj","GJ","217018","254","45.0818033","23.8045796"
"2889","Sarbesti","Sârbeşti","Gorj","GJ","217019","510","45.1170989","23.7929851"
"2890","Aninoasa","Aninoasa","Gorj","GJ","217020","1075","44.7564532","23.4511429"
"2891","Bobaia","Bobaia","Gorj","GJ","217021","316","44.7534105","23.5186817"
"2892","Costesti","Costeşti","Gorj","GJ","217022","1033","44.7255973","23.4608278"
"2893","Groserea","Groşerea","Gorj","GJ","217023","626","44.7143051","23.4846705"
"2894","Sterpoaia","Sterpoaia","Gorj","GJ","217024","864","44.7935002","23.4327544"
"2895","Arcani","Arcani","Gorj","GJ","217025","477","45.0889719","23.1325223"
"2896","Campofeni","Câmpofeni","Gorj","GJ","217026","329","44.9485595","23.2427079"
"2897","Sanatesti","Sănăteşti","Gorj","GJ","217027","301","45.1173564","23.1380177"
"2898","Stroiesti","Stroieşti","Gorj","GJ","217028","239","45.0627846","23.1513856"
"2899","Baia de Fier","Baia de Fier","Gorj","GJ","217030","3195","45.1753179","23.7644667"
"2900","Cernadia","Cernădia","Gorj","GJ","217031","789","45.178204","23.7175875"
"2901","Voitestii din Vale","Voiteştii din Vale","Gorj","GJ","217035","","45.0852936","23.4273777"
"2902","Balanesti","Bălăneşti","Gorj","GJ","217036","741","45.0759624","23.4277739"
"2903","Blidari","Blidari","Gorj","GJ","217037","25","45.1119658","23.4977105"
"2904","Canepesti","Cânepeşti","Gorj","GJ","217038","78","45.0991139","23.4204975"
"2905","Glodeni","Glodeni","Gorj","GJ","217039","534","45.0839466","23.4677008"
"2906","Ohaba","Ohaba","Gorj","GJ","217041","207","45.1029658","23.4766694"
"2907","Voitestii din Deal","Voiteştii din Deal","Gorj","GJ","217042","173","45.0977554","23.4438392"
"2908","Balesti","Băleşti","Gorj","GJ","217045","1812","45.020197","23.2123942"
"2909","Ceauru","Ceauru","Gorj","GJ","217046","2211","45.0104676","23.1946819"
"2910","Cornesti","Corneşti","Gorj","GJ","217047","784","44.9950871","23.1459405"
"2911","Gavanesti","Găvăneşti","Gorj","GJ","217048","219","45.0243894","23.1382323"
"2912","Rasova","Rasova","Gorj","GJ","217049","538","45.0428911","23.1868517"
"2913","Stolojani","Stolojani","Gorj","GJ","217051","430","45.0361648","23.1464254"
"2914","Talpasesti","Tălpăşeşti","Gorj","GJ","217052","592","45.0258638","23.1600934"
"2915","Tamasesti","Tămăşeşti","Gorj","GJ","217053","673","44.9994247","23.1945852"
"2916","Voinigesti","Voinigeşti","Gorj","GJ","217054","145","45.005463","23.2438074"
"2917","Barbatesti","Bărbăteşti","Gorj","GJ","217055","505","44.8884123","23.4757475"
"2918","Musculesti","Musculeşti","Gorj","GJ","217056","343","44.8296269","23.5062843"
"2919","Petresti","Petreşti","Gorj","GJ","217057","480","44.851281","23.5054192"
"2920","Socu","Socu","Gorj","GJ","217058","346","44.8918665","23.4994083"
"2921","Balteni","Bâlteni","Gorj","GJ","217060","1853","44.8646644","23.2790984"
"2922","Cocoreni","Cocoreni","Gorj","GJ","217061","1208","44.8207791","23.3235466"
"2923","Moi","Moi","Gorj","GJ","217062","1023","44.9015906","23.2070743"
"2924","Pesteana-Jiu","Peşteana-Jiu","Gorj","GJ","217063","1979","44.8496008","23.3035224"
"2925","Vladuleni","Vlăduleni","Gorj","GJ","217064","1063","44.8824573","23.2476597"
"2926","Bengesti-Ciocadia","Bengeşti-Ciocadia","Gorj","GJ","217065","1416","45.066667","23.6"
"2927","Balcesti","Bălceşti","Gorj","GJ","217066","830","45.105675","23.6369086"
"2928","Bengesti","Bengeşti","Gorj","GJ","217067","1416","45.0759973","23.5863662"
"2929","Bircii","Bircii","Gorj","GJ","217068","176","45.1001863","23.5942545"
"2930","Ciocadia","Ciocadia","Gorj","GJ","217069","694","45.1264563","23.6096399"
"2931","Berlesti","Berleşti","Gorj","GJ","217070","276","44.9151891","23.6627987"
"2932","Barzeiu","Bârzeiu","Gorj","GJ","217071","135","44.9541333","23.6450497"
"2933","Galcesti","Gâlceşti","Gorj","GJ","217072","299","44.8567045","23.6605283"
"2934","Lihulesti","Lihuleşti","Gorj","GJ","217073","744","44.9727226","23.6613338"
"2935","Parau Viu","Pârâu Viu","Gorj","GJ","217074","256","44.9468717","23.6641597"
"2936","Scrada","Scrada","Gorj","GJ","217076","330","44.8904224","23.6524063"
"2937","Scurtu","Scurtu","Gorj","GJ","217077","109","44.9669006","23.6316987"
"2938","Bolbosi","Bolboşi","Gorj","GJ","217080","379","44.7456419","23.2262564"
"2939","Balacesti","Bălăceşti","Gorj","GJ","217081","647","44.7544398","23.1937734"
"2940","Bolboasa","Bolboasa","Gorj","GJ","217082","337","44.7414504","23.2059051"
"2941","Igirosu","Igirosu","Gorj","GJ","217083","190","44.7353801","23.2342051"
"2942","Miclosu","Miclosu","Gorj","GJ","217084","185","44.7421875","23.2195679"
"2943","Ohaba-Jiu","Ohaba-Jiu","Gorj","GJ","217086","503","44.7210223","23.2470075"
"2944","Valea","Valea","Gorj","GJ","217087","885","44.730004","23.1737727"
"2945","Borascu","Borăscu","Gorj","GJ","217090","","44.693355","23.2762736"
"2946","Baniu","Baniu","Gorj","GJ","217091","248","44.7389749","23.2857314"
"2947","Calaparu","Calapăru","Gorj","GJ","217092","661","44.6828706","23.324964"
"2948","Gura-Menti","Gura-Menţi","Gorj","GJ","217093","232","44.9485595","23.2427079"
"2949","Mentii din Dos","Menţii din Dos","Gorj","GJ","217094","570","44.6965554","23.2101903"
"2950","Miluta","Miluta","Gorj","GJ","217096","635","44.7035855","23.1688164"
"2951","Scorusu","Scoruşu","Gorj","GJ","217097","210","44.7068726","23.3326245"
"2952","Branesti","Brăneşti","Gorj","GJ","217100","404","44.648186","23.4599274"
"2953","Badesti","Bădeşti","Gorj","GJ","217101","129","44.6879094","23.4682812"
"2954","Brebenei","Brebenei","Gorj","GJ","217102","304","44.6546778","23.4497035"
"2955","Capu Dealului","Capu Dealului","Gorj","GJ","217103","827","44.6283538","23.4725532"
"2956","Gilortu","Gilortu","Gorj","GJ","217104","353","44.6714864","23.4876327"
"2957","Parau","Pârâu","Gorj","GJ","217106","","44.6814219","23.4953358"
"2958","Bumbesti-Pitic","Bumbeşti-Piţic","Gorj","GJ","217110","817","45.1346105","23.7077721"
"2959","Carligei","Cârligei","Gorj","GJ","217111","676","45.1076778","23.6841313"
"2960","Poienari","Poienari","Gorj","GJ","217112","612","45.124902","23.7182178"
"2961","Bustuchin","Bustuchin","Gorj","GJ","217115","1112","44.9708759","23.7286694"
"2962","Cionti","Cionţi","Gorj","GJ","217116","68","44.9754654","23.6712912"
"2963","Motorgi","Motorgi","Gorj","GJ","217117","120","44.9731958","23.6886609"
"2964","Namete","Nămete","Gorj","GJ","217118","115","44.9836882","23.701177"
"2965","Poiana-Seciuri","Poiana-Seciuri","Gorj","GJ","217119","909","44.9901916","23.7248506"
"2966","Poienita","Poieniţa","Gorj","GJ","217121","305","45.0030388","23.6803562"
"2967","Pojaru","Pojaru","Gorj","GJ","217122","331","44.9419986","23.6948018"
"2968","Valea Pojarului","Valea Pojarului","Gorj","GJ","217123","416","44.9384887","23.7275959"
"2969","Capreni","Căpreni","Gorj","GJ","217125","393","44.7605773","23.6289843"
"2970","Alunis","Aluniş","Gorj","GJ","217126","108","44.7389571","23.6410235"
"2971","Bratesti","Brăteşti","Gorj","GJ","217127","300","44.7191024","23.6086522"
"2972","Bulbuceni","Bulbuceni","Gorj","GJ","217128","502","44.7074686","23.5722655"
"2973","Cetatea","Cetatea","Gorj","GJ","217129","202","44.7758577","23.6165425"
"2974","Cornetu","Cornetu","Gorj","GJ","217131","328","44.7321229","23.6162873"
"2975","Dealu Spirei","Dealu Spirei","Gorj","GJ","217132","16","44.7688142","23.6263372"
"2976","Satu Nou","Satu Nou","Gorj","GJ","217133","325","44.7664057","23.6331463"
"2977","Catunele","Cătunele","Gorj","GJ","217135","438","44.8638307","22.9066878"
"2978","Dealu Viilor","Dealu Viilor","Gorj","GJ","217136","167","44.8500408","22.9024601"
"2979","Lupoaia","Lupoaia","Gorj","GJ","217137","836","44.8167523","22.9615319"
"2980","Steic","Steic","Gorj","GJ","217138","224","44.834691","22.9201066"
"2981","Valea Manastirii","Valea Mânăstirii","Gorj","GJ","217139","403","44.8203805","22.9386196"
"2982","Valea Perilor","Valea Perilor","Gorj","GJ","217141","483","44.8491217","22.9183888"
"2983","Calnic","Câlnic","Gorj","GJ","217145","578","44.9685355","23.0746758"
"2984","Calnicu de Sus","Câlnicu de Sus","Gorj","GJ","217146","633","44.9635874","23.0517926"
"2985","Didilesti","Didileşti","Gorj","GJ","217147","105","44.9548919","23.0378634"
"2986","Galesoaia","Găleşoaia","Gorj","GJ","217148","","44.9192727","23.0784248"
"2987","Hodoreasca","Hodoreasca","Gorj","GJ","217149","181","44.9377831","23.0606151"
"2988","Pieptani","Pieptani","Gorj","GJ","217151","212","44.9359188","23.0347832"
"2989","Pinoasa","Pinoasa","Gorj","GJ","217152","253","44.906963","23.0959094"
"2990","Stejerei","Stejerei","Gorj","GJ","217153","136","44.9309045","23.1331463"
"2991","Valceaua","Vâlceaua","Gorj","GJ","217154","47","44.9627432","23.0240181"
"2992","Ciuperceni","Ciuperceni","Gorj","GJ","217155","407","44.9378178","23.0056393"
"2993","Boboiesti","Boboieşti","Gorj","GJ","217156","80","44.9402689","22.9564898"
"2994","Pesteana-Vulcan","Peşteana-Vulcan","Gorj","GJ","217157","262","44.9259155","22.9750483"
"2995","Priporu","Priporu","Gorj","GJ","217158","53","44.9290152","22.9748836"
"2996","Stramba-Vulcan","Strâmba-Vulcan","Gorj","GJ","217159","364","44.9022575","23.0518154"
"2997","Vartopu","Vârtopu","Gorj","GJ","217161","401","44.9114413","22.9739456"
"2998","Zorzila","Zorzila","Gorj","GJ","217162","29","44.9421561","22.9823027"
"2999","Crasna","Crasna","Gorj","GJ","217165","780","45.177035","23.5193369"
"3000","Aninisu din Deal","Aninişu din Deal","Gorj","GJ","217166","279","45.1728384","23.6066052"
"3001","Aninisu din Vale","Aninişu din Vale","Gorj","GJ","217167","501","45.1908776","23.5692832"
"3002","Buzesti","Buzeşti","Gorj","GJ","217168","315","45.1240748","23.5101324"
"3003","Carpinis","Cărpiniş","Gorj","GJ","217169","968","45.1888073","23.550423"
"3004","Crasna din Deal","Crasna din Deal","Gorj","GJ","217171","457","45.1811899","23.5371551"
"3005","Dragoiesti","Drăgoieşti","Gorj","GJ","217172","534","45.1687222","23.5064259"
"3006","Dumbraveni","Dumbrăveni","Gorj","GJ","217173","565","45.1482971","23.5123014"
"3007","Radosi","Radoşi","Gorj","GJ","217174","734","45.1894712","23.5983883"
"3008","Cruset","Cruşeţ","Gorj","GJ","217175","555","44.6365312","23.6590683"
"3009","Bojinu","Bojinu","Gorj","GJ","217176","97","44.6358162","23.681846"
"3010","Marinesti","Marineşti","Gorj","GJ","217177","120","44.6867858","23.7003385"
"3011","Maiag","Măiag","Gorj","GJ","217178","573","44.602014","23.6409941"
"3012","Mierea","Mierea","Gorj","GJ","217179","335","44.6162963","23.6984216"
"3013","Miericeaua","Miericeaua","Gorj","GJ","217181","245","44.6180683","23.6541198"
"3014","Slamnesti","Slămneşti","Gorj","GJ","217182","196","44.6060543","23.6894315"
"3015","Slavuta","Slăvuţa","Gorj","GJ","217183","599","44.7022282","23.6829396"
"3016","Urda de Jos","Urda de Jos","Gorj","GJ","217184","259","44.6297242","23.6259749"
"3017","Valuta","Văluţa","Gorj","GJ","217186","378","44.6563263","23.6942235"
"3018","Danciulesti","Dănciuleşti","Gorj","GJ","217190","296","44.7356715","23.7564628"
"3019","Bibulesti","Bibuleşti","Gorj","GJ","217191","311","44.8118311","23.7642356"
"3020","Halangesti","Hălăngeşti","Gorj","GJ","217192","358","44.7641266","23.7608259"
"3021","Obarsia","Obârşia","Gorj","GJ","217193","629","44.8276162","23.7706006"
"3022","Petrachei","Petrăchei","Gorj","GJ","217194","120","44.9485595","23.2427079"
"3023","Radinesti","Rădineşti","Gorj","GJ","217196","401","44.7864414","23.7569465"
"3024","Zaicoiu","Zăicoiu","Gorj","GJ","217197","154","44.745646","23.7431497"
"3025","Danesti","Dăneşti","Gorj","GJ","217200","410","44.9543651","23.352674"
"3026","Barza","Barza","Gorj","GJ","217201","465","44.9805387","23.3396083"
"3027","Botorogi","Botorogi","Gorj","GJ","217202","306","44.9900739","23.2896526"
"3028","Bratuia","Brătuia","Gorj","GJ","217203","282","44.9316574","23.3696435"
"3029","Bucureasa","Bucureasa","Gorj","GJ","217204","471","44.997733","23.3168934"
"3030","Merfulesti","Merfuleşti","Gorj","GJ","217206","261","44.9475014","23.3673868"
"3031","Sasa","Şasa","Gorj","GJ","217207","355","44.9813092","23.3815896"
"3032","Trocani","Trocani","Gorj","GJ","217208","200","44.9426971","23.3782479"
"3033","Tarculesti","Ţârculeşti","Gorj","GJ","217209","222","44.9323069","23.3495726"
"3034","Ungureni","Ungureni","Gorj","GJ","217211","330","44.989559","23.3661768"
"3035","Vacarea","Văcarea","Gorj","GJ","217212","573","44.9680328","23.3006821"
"3036","Dragotesti","Drăgoteşti","Gorj","GJ","217220","1164","44.8163939","23.1471839"
"3037","Corobai","Corobăi","Gorj","GJ","217221","797","44.7934345","23.1601392"
"3038","Trestioara","Trestioara","Gorj","GJ","217222","544","44.7804607","23.1778974"
"3039","Dragutesti","Drăguţeşti","Gorj","GJ","217225","1057","44.9677822","23.2189536"
"3040","Carbesti","Cârbeşti","Gorj","GJ","217226","1106","44.9591638","23.2190481"
"3041","Dambova","Dâmbova","Gorj","GJ","217227","388","44.9477443","23.2064459"
"3042","Iasi-Gorj","Iaşi-Gorj","Gorj","GJ","217228","927","44.9927132","23.2487905"
"3043","Talvesti","Tâlveşti","Gorj","GJ","217229","637","44.9478621","23.2402366"
"3044","Urechesti","Urecheşti","Gorj","GJ","217231","881","44.9596767","23.2709948"
